Province,City,Year,Month,Day,Weather,Max Temperature (℃),Min Temperature (℃),Rainfall (mm),Snowfall (cm)
Gyeongsangbuk-do,Uiseong,2019,1,31,Rainy,3.4,-7.2,1.5,0
Gyeongsangbuk-do,Uiseong,2019,2,1,Sunny,5.3,-11.3,0,0
Gyeongsangbuk-do,Uiseong,2019,2,2,Partly Cloudy,10.2,-10,0,0
Gyeongsangbuk-do,Uiseong,2019,2,3,Rainy,7.5,0.4,8.5,0
Gyeongsangbuk-do,Uiseong,2019,2,4,Partly Cloudy,8.5,-3.6,0,0
Gyeongsangbuk-do,Uiseong,2019,2,5,Partly Cloudy,11.9,-7.7,0,0
Gyeongsangbuk-do,Uiseong,2019,2,6,Partly Cloudy,14.7,-5.4,0,0
Gyeongsangbuk-do,Uiseong,2019,2,7,Partly Cloudy,8.2,-3.2,0,0
Gyeongsangbuk-do,Uiseong,2019,2,8,Mostly Cloudy,5.3,-7.9,0,0
Gyeongsangbuk-do,Uiseong,2019,2,9,Partly Cloudy,3.8,-6.4,0,0
Gyeongsangbuk-do,Uiseong,2019,2,10,Cloudy,4.3,-8.4,0,0
Gyeongsangbuk-do,Uiseong,2019,2,11,Sunny,5.1,-6.8,0,0
Gyeongsangbuk-do,Uiseong,2019,2,12,Partly Cloudy,6.4,-10.2,0,0
Gyeongsangbuk-do,Uiseong,2019,2,13,Partly Cloudy,6.7,-7.7,0,0
Gyeongsangbuk-do,Uiseong,2019,2,14,Cloudy,7.6,-5.1,0,0
Gyeongsangbuk-do,Uiseong,2019,2,15,Cloudy,8.5,-2.2,0,0
Gyeongsangbuk-do,Uiseong,2019,2,16,Mostly Cloudy,4.2,-6.6,0,0
Gyeongsangbuk-do,Uiseong,2019,2,17,Sunny,8.4,-10.6,0,0
Gyeongsangbuk-do,Uiseong,2019,2,18,Cloudy,9.6,-8.8,0,0
Gyeongsangbuk-do,Uiseong,2019,2,19,Rainy,5.3,-0.7,14.5,0
Gyeongsangbuk-do,Uiseong,2019,2,20,Mostly Cloudy,7.4,-2.7,0,0
Gyeongsangbuk-do,Uiseong,2019,2,21,Sunny,10.5,-5.2,0,0
Gyeongsangbuk-do,Uiseong,2019,2,22,Mostly Cloudy,12.5,-4.2,0,0
Gyeongsangbuk-do,Uiseong,2019,2,23,Partly Cloudy,13.9,-3.9,0,0
Gyeongsangbuk-do,Uiseong,2019,2,24,Sunny,15.7,-5,0,0
Gyeongsangbuk-do,Uiseong,2019,2,25,Partly Cloudy,15.4,-1.6,0,0
Gyeongsangbuk-do,Uiseong,2019,2,26,Partly Cloudy,14.4,-5.3,0,0
Gyeongsangbuk-do,Uiseong,2019,2,27,Cloudy,13.4,2,0,0
Gyeongsangbuk-do,Uiseong,2019,2,28,Mostly Cloudy,14.7,-0.2,0,0
Gyeongsangbuk-do,Uiseong,2019,3,1,Sunny,15.6,-4.1,0,0
Gyeongsangbuk-do,Uiseong,2019,3,2,Partly Cloudy,17.1,-5.1,0,0
Gyeongsangbuk-do,Uiseong,2019,3,3,Mostly Cloudy,16.6,-1.8,0,0
Gyeongsangbuk-do,Uiseong,2019,3,4,Partly Cloudy,17.5,1.5,0,0
Gyeongsangbuk-do,Uiseong,2019,3,5,Mostly Cloudy,16.3,-2,0,0
Gyeongsangbuk-do,Uiseong,2019,3,6,Mostly Cloudy,17.6,4.8,0,0
Gyeongsangbuk-do,Uiseong,2019,3,7,Rainy,13.1,-0.4,0.1,0
Gyeongsangbuk-do,Uiseong,2019,3,8,Sunny,16.6,-4,0,0
Gyeongsangbuk-do,Uiseong,2019,3,9,Partly Cloudy,18,-5.1,0,0
Gyeongsangbuk-do,Uiseong,2019,3,10,Rainy,10.8,4,6.5,0
Gyeongsangbuk-do,Uiseong,2019,3,11,Cloudy,13.2,1.8,0,0
Gyeongsangbuk-do,Uiseong,2019,3,12,Rainy,15.2,0.6,0.5,0
Gyeongsangbuk-do,Uiseong,2019,3,13,Sunny,10.3,-5.5,0,0
Gyeongsangbuk-do,Uiseong,2019,3,14,Sunny,12.7,-7.2,0,0
Gyeongsangbuk-do,Uiseong,2019,3,15,Rainy,13.3,-2.2,1.5,0
Gyeongsangbuk-do,Uiseong,2019,3,16,Partly Cloudy,12.8,-2.7,0,0
Gyeongsangbuk-do,Uiseong,2019,3,17,Sunny,14.5,-3.7,0,0
Gyeongsangbuk-do,Uiseong,2019,3,18,Mostly Cloudy,16.4,-4.8,0,0
Gyeongsangbuk-do,Uiseong,2019,3,19,Sunny,21.9,-1.9,0,0
Gyeongsangbuk-do,Uiseong,2019,3,20,Rainy,19.6,2,5,0
Gyeongsangbuk-do,Uiseong,2019,3,21,Rainy,14.1,5.4,1,0
Gyeongsangbuk-do,Uiseong,2019,3,22,Mostly Cloudy,13.1,0.4,0,0
Gyeongsangbuk-do,Uiseong,2019,3,23,Rainy,12.6,-3.1,1,0
Gyeongsangbuk-do,Uiseong,2019,3,24,Sunny,12.7,-5.9,0,0
Gyeongsangbuk-do,Uiseong,2019,3,25,Partly Cloudy,16.8,-3.1,0,0
Gyeongsangbuk-do,Uiseong,2019,3,26,Sunny,20.5,-1.5,0,0
Gyeongsangbuk-do,Uiseong,2019,3,27,Sunny,25.1,-1.3,0,0
Gyeongsangbuk-do,Uiseong,2019,3,28,Sunny,18.5,4.7,0,0
Gyeongsangbuk-do,Uiseong,2019,3,29,Sunny,19.7,2.6,0,0
Gyeongsangbuk-do,Uiseong,2019,3,30,Rainy,13.1,3.7,7,0
Gyeongsangbuk-do,Uiseong,2019,3,31,Sunny,10.3,-0.7,0,0
Gyeongsangbuk-do,Uiseong,2019,4,1,Sunny,12.7,-5.1,0,0
Gyeongsangbuk-do,Uiseong,2019,4,2,Sunny,15.1,-5.3,0,0
Gyeongsangbuk-do,Uiseong,2019,4,3,Sunny,16,-4.1,0,0
Gyeongsangbuk-do,Uiseong,2019,4,4,Sunny,20.2,-3.4,0,0
Gyeongsangbuk-do,Uiseong,2019,4,5,Partly Cloudy,21.3,-0.7,0,0
Gyeongsangbuk-do,Uiseong,2019,4,6,Partly Cloudy,22.5,-1.1,0,0
Gyeongsangbuk-do,Uiseong,2019,4,7,Partly Cloudy,22.2,7,0,0
Gyeongsangbuk-do,Uiseong,2019,4,8,Partly Cloudy,21.6,0.5,0,0
Gyeongsangbuk-do,Uiseong,2019,4,9,Rainy,17.2,1.3,28.5,0
Gyeongsangbuk-do,Uiseong,2019,4,10,Rainy,10.4,3,9,0
Gyeongsangbuk-do,Uiseong,2019,4,11,Rainy,15.6,2.9,0.1,0
Gyeongsangbuk-do,Uiseong,2019,4,12,Partly Cloudy,20.2,3.2,0,0
Gyeongsangbuk-do,Uiseong,2019,4,13,Partly Cloudy,21,0.5,0,0
Gyeongsangbuk-do,Uiseong,2019,4,14,Mostly Cloudy,16.8,4.3,0,0
Gyeongsangbuk-do,Uiseong,2019,4,15,Sunny,23,-1.6,0,0
Gyeongsangbuk-do,Uiseong,2019,4,16,Partly Cloudy,25.3,-0.5,0,0
Gyeongsangbuk-do,Uiseong,2019,4,17,Partly Cloudy,26.2,6.2,0,0
Gyeongsangbuk-do,Uiseong,2019,4,18,Mostly Cloudy,25.7,5.3,0,0
Gyeongsangbuk-do,Uiseong,2019,4,19,Cloudy,14.8,10,0,0
Gyeongsangbuk-do,Uiseong,2019,4,20,Partly Cloudy,25,4.1,0,0
Gyeongsangbuk-do,Uiseong,2019,4,21,Cloudy,24.6,13.1,0,0
Gyeongsangbuk-do,Uiseong,2019,4,22,Partly Cloudy,28.4,8.5,0,0
Gyeongsangbuk-do,Uiseong,2019,4,23,Rainy,24.6,9.6,6.5,0
Gyeongsangbuk-do,Uiseong,2019,4,24,Rainy,22.8,15,7.5,0
Gyeongsangbuk-do,Uiseong,2019,4,25,Rainy,21.4,10.6,0.5,0
Gyeongsangbuk-do,Uiseong,2019,4,26,Rainy,12.6,7.6,7,0
Gyeongsangbuk-do,Uiseong,2019,4,27,Partly Cloudy,19.4,5.1,0,0
Gyeongsangbuk-do,Uiseong,2019,4,28,Cloudy,17.4,6.5,0,0
Gyeongsangbuk-do,Uiseong,2019,4,29,Rainy,13.2,4.6,24,0
Gyeongsangbuk-do,Uiseong,2019,4,30,Mostly Cloudy,21,10.2,0,0
Gyeongsangbuk-do,Uiseong,2019,5,1,Partly Cloudy,25.1,9.6,0,0
Gyeongsangbuk-do,Uiseong,2019,5,2,Sunny,25.5,6.2,0,0
Gyeongsangbuk-do,Uiseong,2019,5,3,Sunny,29.4,3.8,0,0
Gyeongsangbuk-do,Uiseong,2019,5,4,Partly Cloudy,29.5,5.8,0,0
Gyeongsangbuk-do,Uiseong,2019,5,5,Partly Cloudy,30.4,9.3,0,0
Gyeongsangbuk-do,Uiseong,2019,5,6,Partly Cloudy,22.8,6.4,0,0
Gyeongsangbuk-do,Uiseong,2019,5,7,Sunny,23.6,2.5,0,0
Gyeongsangbuk-do,Uiseong,2019,5,8,Mostly Cloudy,25.3,1.9,0,0
Gyeongsangbuk-do,Uiseong,2019,5,9,Partly Cloudy,26.4,7.8,0,0
Gyeongsangbuk-do,Uiseong,2019,5,10,Partly Cloudy,29.8,3.1,0,0
Gyeongsangbuk-do,Uiseong,2019,5,11,Sunny,31.4,7.4,0,0
Gyeongsangbuk-do,Uiseong,2019,5,12,Partly Cloudy,29.1,8.2,0,0
Gyeongsangbuk-do,Uiseong,2019,5,13,Mostly Cloudy,28.7,6.2,0,0
Gyeongsangbuk-do,Uiseong,2019,5,14,Rainy,29.9,13.6,0.2,0
Gyeongsangbuk-do,Uiseong,2019,5,15,Partly Cloudy,30.6,13.4,0,0
Gyeongsangbuk-do,Uiseong,2019,5,16,Partly Cloudy,31.5,13.5,0,0
Gyeongsangbuk-do,Uiseong,2019,5,17,Mostly Cloudy,30,11.7,0,0
Gyeongsangbuk-do,Uiseong,2019,5,18,Rainy,23.1,16.7,16.5,0
Gyeongsangbuk-do,Uiseong,2019,5,19,Rainy,25.5,15.2,2.5,0
Gyeongsangbuk-do,Uiseong,2019,5,20,Rainy,22.4,10.1,1.5,0
Gyeongsangbuk-do,Uiseong,2019,5,21,Sunny,26.1,3.9,0,0
Gyeongsangbuk-do,Uiseong,2019,5,22,Sunny,29.6,5.2,0,0
Gyeongsangbuk-do,Uiseong,2019,5,23,Sunny,31,7.3,0,0
Gyeongsangbuk-do,Uiseong,2019,5,24,Sunny,34.6,9.4,0,0
Gyeongsangbuk-do,Uiseong,2019,5,25,Mostly Cloudy,32.7,13.7,0,0
Gyeongsangbuk-do,Uiseong,2019,5,26,Mostly Cloudy,34,13.2,0,0
Gyeongsangbuk-do,Uiseong,2019,5,27,Rainy,23.1,17.4,18,0
Gyeongsangbuk-do,Uiseong,2019,5,28,Sunny,24.5,10.5,0,0
Gyeongsangbuk-do,Uiseong,2019,5,29,Sunny,29.9,6.8,0,0
Gyeongsangbuk-do,Uiseong,2019,5,30,Mostly Cloudy,30,7.6,0,0
Gyeongsangbuk-do,Uiseong,2019,5,31,Rainy,26.2,13.7,1,0
Gyeongsangbuk-do,Uiseong,2019,6,1,Partly Cloudy,26.3,9.3,0,0
Gyeongsangbuk-do,Uiseong,2019,6,2,Partly Cloudy,30.2,11,0,0
Gyeongsangbuk-do,Uiseong,2019,6,3,Sunny,32.6,11,0,0
Gyeongsangbuk-do,Uiseong,2019,6,4,Sunny,34.6,14.2,0,0
Gyeongsangbuk-do,Uiseong,2019,6,5,Sunny,34.9,14.2,0,0
Gyeongsangbuk-do,Uiseong,2019,6,6,Rainy,32,17.9,12.5,0
Gyeongsangbuk-do,Uiseong,2019,6,7,Rainy,21.8,17,19,0
Gyeongsangbuk-do,Uiseong,2019,6,8,Mostly Cloudy,28.5,14.5,0,0
Gyeongsangbuk-do,Uiseong,2019,6,9,Mostly Cloudy,26.9,13.2,0,0
Gyeongsangbuk-do,Uiseong,2019,6,10,Cloudy,24.2,13.7,0,0
Gyeongsangbuk-do,Uiseong,2019,6,11,Partly Cloudy,26.4,12.4,0,0
Gyeongsangbuk-do,Uiseong,2019,6,12,Partly Cloudy,29.1,13.4,0,0
Gyeongsangbuk-do,Uiseong,2019,6,13,Partly Cloudy,32.2,12.4,0,0
Gyeongsangbuk-do,Uiseong,2019,6,14,Cloudy,25.9,15,0,0
Gyeongsangbuk-do,Uiseong,2019,6,15,Rainy,29.5,15.5,0.5,0
Gyeongsangbuk-do,Uiseong,2019,6,16,Partly Cloudy,28.6,14.6,0,0
Gyeongsangbuk-do,Uiseong,2019,6,17,Mostly Cloudy,30.5,17.7,0,0
Gyeongsangbuk-do,Uiseong,2019,6,18,Mostly Cloudy,29.6,15,0,0
Gyeongsangbuk-do,Uiseong,2019,6,19,Partly Cloudy,29.4,17.9,0,0
Gyeongsangbuk-do,Uiseong,2019,6,20,Partly Cloudy,32.5,15.2,0,0
Gyeongsangbuk-do,Uiseong,2019,6,21,Rainy,33.7,18.1,0.5,0
Gyeongsangbuk-do,Uiseong,2019,6,22,Partly Cloudy,29.4,15.7,0,0
Gyeongsangbuk-do,Uiseong,2019,6,23,Partly Cloudy,29,12.3,0,0
Gyeongsangbuk-do,Uiseong,2019,6,24,Partly Cloudy,32.4,15.3,0,0
Gyeongsangbuk-do,Uiseong,2019,6,25,Sunny,33.9,15.3,0,0
Gyeongsangbuk-do,Uiseong,2019,6,26,Rainy,25.8,15.1,24.5,0
Gyeongsangbuk-do,Uiseong,2019,6,27,Rainy,29.6,20.9,14.5,0
Gyeongsangbuk-do,Uiseong,2019,6,28,Rainy,30.3,21.7,0.1,0
Gyeongsangbuk-do,Uiseong,2019,6,29,Rainy,24.5,21.2,29,0
Gyeongsangbuk-do,Uiseong,2019,6,30,Mostly Cloudy,29.5,20.6,0,0
Gyeongsangbuk-do,Uiseong,2019,7,1,Mostly Cloudy,28.3,18,0,0
Gyeongsangbuk-do,Uiseong,2019,7,2,Partly Cloudy,31.1,16.5,0,0
Gyeongsangbuk-do,Uiseong,2019,7,3,Mostly Cloudy,29.6,15.9,0,0
Gyeongsangbuk-do,Uiseong,2019,7,4,Sunny,32.8,17.8,0,0
Gyeongsangbuk-do,Uiseong,2019,7,5,Partly Cloudy,34.4,17.8,0,0
Gyeongsangbuk-do,Uiseong,2019,7,6,Sunny,32.3,15.2,0,0
Gyeongsangbuk-do,Uiseong,2019,7,7,Mostly Cloudy,28.5,17.9,0,0
Gyeongsangbuk-do,Uiseong,2019,7,8,Cloudy,28.1,17.9,0,0
Gyeongsangbuk-do,Uiseong,2019,7,9,Mostly Cloudy,26.7,15.8,0,0
Gyeongsangbuk-do,Uiseong,2019,7,10,Rainy,24.8,16.6,11.5,0
Gyeongsangbuk-do,Uiseong,2019,7,11,Mostly Cloudy,27.9,20.7,0,0
Gyeongsangbuk-do,Uiseong,2019,7,12,Mostly Cloudy,29.6,20.5,0,0
Gyeongsangbuk-do,Uiseong,2019,7,13,Mostly Cloudy,30.7,19.1,0,0
Gyeongsangbuk-do,Uiseong,2019,7,14,Rainy,32,19.5,1,0
Gyeongsangbuk-do,Uiseong,2019,7,15,Rainy,26.4,20.8,1.5,0
Gyeongsangbuk-do,Uiseong,2019,7,16,Rainy,30,20.1,0.1,0
Gyeongsangbuk-do,Uiseong,2019,7,17,Cloudy,31.6,18.6,0,0
Gyeongsangbuk-do,Uiseong,2019,7,18,Rainy,28.4,21.9,6,0
Gyeongsangbuk-do,Uiseong,2019,7,19,Cloudy,29.9,21.5,0,0
Gyeongsangbuk-do,Uiseong,2019,7,20,Rainy,28.1,23.6,27.5,0
Gyeongsangbuk-do,Uiseong,2019,7,21,Rainy,28.7,22.9,33.5,0
Gyeongsangbuk-do,Uiseong,2019,7,22,Mostly Cloudy,33.8,22.1,0,0
Gyeongsangbuk-do,Uiseong,2019,7,23,Rainy,35.2,23,0.2,0
Gyeongsangbuk-do,Uiseong,2019,7,24,Cloudy,30.2,24.5,0,0
Gyeongsangbuk-do,Uiseong,2019,7,25,Rainy,29.1,23.7,17.5,0
Gyeongsangbuk-do,Uiseong,2019,7,26,Rainy,32.9,24.4,0.5,0
Gyeongsangbuk-do,Uiseong,2019,7,27,Rainy,31.5,23.8,2,0
Gyeongsangbuk-do,Uiseong,2019,7,28,Rainy,33.6,24.9,1.5,0
Gyeongsangbuk-do,Uiseong,2019,7,29,Mostly Cloudy,34.8,23.1,0,0
Gyeongsangbuk-do,Uiseong,2019,7,30,Partly Cloudy,35.4,22.7,0,0
Gyeongsangbuk-do,Uiseong,2019,7,31,Rainy,35.5,23.9,0.5,0
Gyeongsangbuk-do,Uiseong,2019,8,1,Partly Cloudy,35.6,24.7,0,0
Gyeongsangbuk-do,Uiseong,2019,8,2,Sunny,37,23.2,0,0
Gyeongsangbuk-do,Uiseong,2019,8,3,Rainy,36.5,24.5,11.5,0
Gyeongsangbuk-do,Uiseong,2019,8,4,Partly Cloudy,36.6,23.4,0,0
Gyeongsangbuk-do,Uiseong,2019,8,5,Partly Cloudy,37.6,24,0,0
Gyeongsangbuk-do,Uiseong,2019,8,6,Rainy,32.2,20.7,11.5,0
Gyeongsangbuk-do,Uiseong,2019,8,7,Rainy,34.6,23.8,8.5,0
Gyeongsangbuk-do,Uiseong,2019,8,8,Rainy,35.4,24.2,5,0
Gyeongsangbuk-do,Uiseong,2019,8,9,Mostly Cloudy,35.5,24.3,0,0
Gyeongsangbuk-do,Uiseong,2019,8,10,Partly Cloudy,35.3,23.2,0,0
Gyeongsangbuk-do,Uiseong,2019,8,11,Mostly Cloudy,34.7,23,0,0
Gyeongsangbuk-do,Uiseong,2019,8,12,Mostly Cloudy,35.7,24.5,0,0
Gyeongsangbuk-do,Uiseong,2019,8,13,Partly Cloudy,36.9,23,0,0
Gyeongsangbuk-do,Uiseong,2019,8,14,Cloudy,34.9,23.9,0,0
Gyeongsangbuk-do,Uiseong,2019,8,15,Rainy,29.5,24.6,8.5,0
Gyeongsangbuk-do,Uiseong,2019,8,16,Mostly Cloudy,33.1,23,0,0
Gyeongsangbuk-do,Uiseong,2019,8,17,Partly Cloudy,34.5,21,0,0
Gyeongsangbuk-do,Uiseong,2019,8,18,Partly Cloudy,33,20.2,0,0
Gyeongsangbuk-do,Uiseong,2019,8,19,Mostly Cloudy,32,18.5,0,0
Gyeongsangbuk-do,Uiseong,2019,8,20,Partly Cloudy,32.4,21.2,0,0
Gyeongsangbuk-do,Uiseong,2019,8,21,Rainy,33,20.7,10,0
Gyeongsangbuk-do,Uiseong,2019,8,22,Rainy,30.8,21.2,51,0
Gyeongsangbuk-do,Uiseong,2019,8,23,Mostly Cloudy,30.3,19.6,0,0
Gyeongsangbuk-do,Uiseong,2019,8,24,Cloudy,28,17.4,0,0
Gyeongsangbuk-do,Uiseong,2019,8,25,Partly Cloudy,31.2,18.2,0,0
Gyeongsangbuk-do,Uiseong,2019,8,26,Partly Cloudy,32.1,16.7,0,0
Gyeongsangbuk-do,Uiseong,2019,8,27,Rainy,23.1,20,14,0
Gyeongsangbuk-do,Uiseong,2019,8,28,Rainy,26.9,20.7,2,0
Gyeongsangbuk-do,Uiseong,2019,8,29,Rainy,26.2,19.8,9.5,0
Gyeongsangbuk-do,Uiseong,2019,8,30,Partly Cloudy,29.8,17.1,0,0
Gyeongsangbuk-do,Uiseong,2019,8,31,Partly Cloudy,29.2,14.7,0,0
Gyeongsangbuk-do,Mungeong,2018,9,1,Partly Cloudy,28.1,17.2,0,0
Gyeongsangbuk-do,Mungeong,2018,9,2,Rainy,25.5,15.4,0.1,0
Gyeongsangbuk-do,Mungeong,2018,9,3,Rainy,23.5,19.7,41.5,0
Gyeongsangbuk-do,Mungeong,2018,9,4,Rainy,28.8,20.4,65,0
Gyeongsangbuk-do,Mungeong,2018,9,5,Partly Cloudy,27.8,17.9,0,0
Gyeongsangbuk-do,Mungeong,2018,9,6,Rainy,26.8,15.9,0.1,0
Gyeongsangbuk-do,Mungeong,2018,9,7,Rainy,25.1,16.2,1,0
Gyeongsangbuk-do,Mungeong,2018,9,8,Sunny,25.9,13.3,0,0
Gyeongsangbuk-do,Mungeong,2018,9,9,Sunny,28.4,12.7,0,0
Gyeongsangbuk-do,Mungeong,2018,9,10,Partly Cloudy,26,13.9,0,0
Gyeongsangbuk-do,Mungeong,2018,9,11,Mostly Cloudy,24.1,10.9,0,0
Gyeongsangbuk-do,Mungeong,2018,9,12,Mostly Cloudy,26.2,13.6,0,0
Gyeongsangbuk-do,Mungeong,2018,9,13,Cloudy,22,17.1,0,0
Gyeongsangbuk-do,Mungeong,2018,9,14,Rainy,22.8,17.7,8.5,0
Gyeongsangbuk-do,Mungeong,2018,9,15,Rainy,22.6,18.2,7.5,0
Gyeongsangbuk-do,Mungeong,2018,9,16,Rainy,25.9,19.7,0.1,0
Gyeongsangbuk-do,Mungeong,2018,9,17,Rainy,28.3,16.7,0.3,0
Gyeongsangbuk-do,Mungeong,2018,9,18,Mostly Cloudy,28.2,13.7,0,0
Gyeongsangbuk-do,Mungeong,2018,9,19,Cloudy,23.5,14.9,0,0
Gyeongsangbuk-do,Mungeong,2018,9,20,Rainy,20,17,11,0
Gyeongsangbuk-do,Mungeong,2018,9,21,Rainy,19.8,17.1,29.5,0
Gyeongsangbuk-do,Mungeong,2018,9,22,Partly Cloudy,25.4,13,0,0
Gyeongsangbuk-do,Mungeong,2018,9,23,Rainy,25.3,11.1,0.3,0
Gyeongsangbuk-do,Mungeong,2018,9,24,Mostly Cloudy,21.6,12,0,0
Gyeongsangbuk-do,Mungeong,2018,9,25,Partly Cloudy,23.6,7.1,0,0
Gyeongsangbuk-do,Mungeong,2018,9,26,Mostly Cloudy,21.9,10.6,0,0
Gyeongsangbuk-do,Mungeong,2018,9,27,Partly Cloudy,23.6,8.4,0,0
Gyeongsangbuk-do,Mungeong,2018,9,28,Cloudy,20.1,8.4,0,0
Gyeongsangbuk-do,Mungeong,2018,9,29,Cloudy,24,10.9,0,0
Gyeongsangbuk-do,Mungeong,2018,9,30,Partly Cloudy,25.9,13.9,0,0
Gyeongsangbuk-do,Mungeong,2018,10,1,Rainy,18,12.1,1.5,0
Gyeongsangbuk-do,Mungeong,2018,10,2,Sunny,21.4,9.2,0,0
Gyeongsangbuk-do,Mungeong,2018,10,3,Sunny,24.8,7.7,0,0
Gyeongsangbuk-do,Mungeong,2018,10,4,Mostly Cloudy,24.9,9.3,0,0
Gyeongsangbuk-do,Mungeong,2018,10,5,Rainy,17.7,15.1,70.5,0
Gyeongsangbuk-do,Mungeong,2018,10,6,Rainy,22.2,16,50,0
Gyeongsangbuk-do,Mungeong,2018,10,7,Partly Cloudy,24.4,12.6,0,0
Gyeongsangbuk-do,Mungeong,2018,10,8,Partly Cloudy,21.4,8.6,0,0
Gyeongsangbuk-do,Mungeong,2018,10,9,Cloudy,19.6,8.5,0,0
Gyeongsangbuk-do,Mungeong,2018,10,10,Rainy,16.9,8.3,0.5,0
Gyeongsangbuk-do,Mungeong,2018,10,11,Sunny,15.3,3.4,0,0
Gyeongsangbuk-do,Mungeong,2018,10,12,Sunny,17.6,2.9,0,0
Gyeongsangbuk-do,Mungeong,2018,10,13,Sunny,19.6,2.7,0,0
Gyeongsangbuk-do,Mungeong,2018,10,14,Mostly Cloudy,20.2,5.1,0,0
Gyeongsangbuk-do,Mungeong,2018,10,15,Partly Cloudy,21.1,6.6,0,0
Gyeongsangbuk-do,Mungeong,2018,10,16,Mostly Cloudy,17,6.9,0,0
Gyeongsangbuk-do,Mungeong,2018,10,17,Partly Cloudy,19.6,5.3,0,0
Gyeongsangbuk-do,Mungeong,2018,10,18,Rainy,17,3,0.1,0
Gyeongsangbuk-do,Mungeong,2018,10,19,Sunny,19.3,6.6,0,0
Gyeongsangbuk-do,Mungeong,2018,10,20,Sunny,20.4,2.8,0,0
Gyeongsangbuk-do,Mungeong,2018,10,21,Sunny,19.9,1.8,0,0
Gyeongsangbuk-do,Mungeong,2018,10,22,Cloudy,19.1,4.5,0,0
Gyeongsangbuk-do,Mungeong,2018,10,23,Partly Cloudy,20.1,6,0,0
Gyeongsangbuk-do,Mungeong,2018,10,24,Sunny,19.9,6.8,0,0
Gyeongsangbuk-do,Mungeong,2018,10,25,Partly Cloudy,20,3.1,0,0
Gyeongsangbuk-do,Mungeong,2018,10,26,Rainy,11.9,6.6,7.5,0
Gyeongsangbuk-do,Mungeong,2018,10,27,Rainy,12.2,6.8,1,0
Gyeongsangbuk-do,Mungeong,2018,10,28,Rainy,13.3,2.3,10.5,0
Gyeongsangbuk-do,Mungeong,2018,10,29,Partly Cloudy,13.5,3.7,0,0
Gyeongsangbuk-do,Mungeong,2018,10,30,Sunny,12,-0.1,0,0
Gyeongsangbuk-do,Mungeong,2018,10,31,Sunny,13.9,1.9,0,0
Gyeongsangbuk-do,Mungeong,2018,11,1,Sunny,16.7,-0.6,0,0
Gyeongsangbuk-do,Mungeong,2018,11,2,Sunny,17.4,-0.7,0,0
Gyeongsangbuk-do,Mungeong,2018,11,3,Sunny,19.1,-0.5,0,0
Gyeongsangbuk-do,Mungeong,2018,11,4,Partly Cloudy,20.4,0.4,0,0
Gyeongsangbuk-do,Mungeong,2018,11,5,Mostly Cloudy,17.9,1,0,0
Gyeongsangbuk-do,Mungeong,2018,11,6,Mostly Cloudy,18.6,3.5,0,0
Gyeongsangbuk-do,Mungeong,2018,11,7,Rainy,14.3,9.4,2.5,0
Gyeongsangbuk-do,Mungeong,2018,11,8,Rainy,15.1,11.8,45.5,0
Gyeongsangbuk-do,Mungeong,2018,11,9,Rainy,15.9,6.8,0.5,0
Gyeongsangbuk-do,Mungeong,2018,11,10,Partly Cloudy,18,4.6,0,0
Gyeongsangbuk-do,Mungeong,2018,11,11,Mostly Cloudy,13.5,1.9,0,0
Gyeongsangbuk-do,Mungeong,2018,11,12,Partly Cloudy,16.7,5.2,0,0
Gyeongsangbuk-do,Mungeong,2018,11,13,Partly Cloudy,16.1,3.7,0,0
Gyeongsangbuk-do,Mungeong,2018,11,14,Sunny,15.4,2.3,0,0
Gyeongsangbuk-do,Mungeong,2018,11,15,Partly Cloudy,15.3,0.4,0,0
Gyeongsangbuk-do,Mungeong,2018,11,16,Mostly Cloudy,15.3,2.7,0,0
Gyeongsangbuk-do,Mungeong,2018,11,17,Partly Cloudy,15.3,2.5,0,0
Gyeongsangbuk-do,Mungeong,2018,11,18,Cloudy,11.8,0.8,0,0
Gyeongsangbuk-do,Mungeong,2018,11,19,Partly Cloudy,13.7,0.3,0,0
Gyeongsangbuk-do,Mungeong,2018,11,20,Sunny,14,-0.6,0,0
Gyeongsangbuk-do,Mungeong,2018,11,21,Cloudy,9.8,-1.8,0,0
Gyeongsangbuk-do,Mungeong,2018,11,22,Sunny,8.2,0.4,0,0
Gyeongsangbuk-do,Mungeong,2018,11,23,Sunny,8,-3.9,0,0
Gyeongsangbuk-do,Mungeong,2018,11,24,Rainy,1.2,-3.7,7.5,0
Gyeongsangbuk-do,Mungeong,2018,11,25,Partly Cloudy,4.8,-0.8,0,0
Gyeongsangbuk-do,Mungeong,2018,11,26,Partly Cloudy,10.1,-3.2,0,0
Gyeongsangbuk-do,Mungeong,2018,11,27,Mostly Cloudy,13.9,-4.7,0,0
Gyeongsangbuk-do,Mungeong,2018,11,28,Partly Cloudy,12.7,3.1,0,0
Gyeongsangbuk-do,Mungeong,2018,11,29,Sunny,9.9,-3.5,0,0
Gyeongsangbuk-do,Mungeong,2018,11,30,Sunny,12.1,-1.8,0,0
Gyeongsangbuk-do,Mungeong,2018,12,1,Mostly Cloudy,11.2,0,0,0
Gyeongsangbuk-do,Mungeong,2018,12,2,Mostly Cloudy,13.4,-1.8,0,0
Gyeongsangbuk-do,Mungeong,2018,12,3,Rainy,10.3,5.9,9.5,0
Gyeongsangbuk-do,Mungeong,2018,12,4,Rainy,14,3.9,18,0
